,title,company,location,link,description,skills
124,Driver,Boxknight,"Montreal, QC",https://www.monster.ca/job-openings/driver-montr%C3%A9al-10--1b250cac-a651-445e-959a-faa9a829d76b?sid=e9f99d84-4c3b-46a3-8d2a-5917a485b213&jvo=m.go.sc.49&_ga=2.197387567.1003872686.1651940444-1284767325.1651940444&hidesmr=1,"<section class=""cached-bot-fjv-skeletonstyle__CachedSkeletonDescription-sc-gqtazs-0 gbrdjA""><strong>Job Responsibilities</strong><br/>We are a same-day delivery service helping local businesses deliver retail items to their customers. <br/><ul><li><br/></li><li>Reviewing orders before and after delivery to ensure that orders are complete, the charges are correct, and the customer is satisfied.</li><li><br/></li><li>Assisting with loading and unloading items from vehicles.</li><li><br/></li><li>Providing excellent customer service, answering questions, and handling complaints from clients.</li><li><br/></li></ul><br/><br/><strong>Skills Required</strong><br/><ul><li><br/></li><li>Valid driver's license issued by the state where you intend to work.</li><li><br/></li><li>Clean driving record.</li><li><br/></li><li>Experience may be required or preferred.</li><li><br/></li><li>Willingness to adhere to assigned routes, schedules, safety procedures, and transportation laws.</li><li><br/></li><li>Strong time management and customer service skills.</li><li><br/></li><li>Ability to walk, drive, and lift and carry heavy items for extended periods.</li><li><br/></li><li>Attention to detail.</li><li><br/></li></ul><br/>
Let us know when you're available, and we'll send you deliveries via our app. It's a super flexible way to earn money on your own schedule.</section>","['Clean driving record.', 'Assisting with loading and unloading items from vehicles.', 'Providing excellent customer service, answering questions, and handling complaints from clients.', 'Strong time management and customer service skills.', 'Reviewing orders before and after delivery to ensure that orders are complete, the charges are correct, and the customer is satisfied.', ""Valid driver's license issued by the state where you intend to work."", 'Experience may be required or preferred.']"
125,Driver,Xpedient Logistics,"Vaughan, ON",https://www.monster.ca/job-openings/driver-vaughan-08--12b74857-4566-4eb3-be12-d5efa7ce39a4?sid=e9f99d84-4c3b-46a3-8d2a-5917a485b213&jvo=m.go.sc.50&_ga=2.197387567.1003872686.1651940444-1284767325.1651940444&hidesmr=1,"<section class=""cached-bot-fjv-skeletonstyle__CachedSkeletonDescription-sc-gqtazs-0 gbrdjA""><div><strong>Looking for a stand by driver</strong><br/><br/></div><ul><li>You are<strong> guaranteed pay for 20 hours minimum </strong>per week @ $18.00 per hour.</li><li>You will be ready to drive each day, Monday - Friday if needed.</li><li>You will be notified by no later than 7:30am each day if you are needed to drive.</li><li>When needed, You will do a delivery route from Vaughan, ON to points in SW Ontario (No deliveries in Toronto).</li></ul><div><br/>Please email if interested - <strong>mwebb@xpedient.com</strong><br/>Can text also - <strong>226-376-4362</strong><br/><br/></div></section>","['When needed, You will do a delivery route from Vaughan, ON to points in SW Ontario (No deliveries in Toronto).', 'You will be notified by no later than 7:30am each day if you are needed to drive.', 'You are guaranteed pay for 20 hours minimum per week @ $18.00 per hour.', 'You will be ready to drive each day, Monday - Friday if needed.']"
126,1A Driver (FT),CWS Logistics,"Regina, SK",https://www.monster.ca/job-openings/1a-driver-ft-regina-11--c9f969d2-a28d-45bd-b426-2e34d96bdcbf?sid=e9f99d84-4c3b-46a3-8d2a-5917a485b213&jvo=m.go.sc.51&_ga=2.197387567.1003872686.1651940444-1284767325.1651940444&hidesmr=1,"<section class=""cached-bot-fjv-skeletonstyle__CachedSkeletonDescription-sc-gqtazs-0 gbrdjA""><div>Are you looking for a lifestyle that is hard to come by in the trucking industry? CWS Logistics in Regina is looking for full-time and seasonal 1A professional drivers. There is an opportunity for full-time employment at the end of the contract based on performance.<br/><br/></div><div><strong>Our Ideal Candidate:</strong></div><ul><li>Enjoys building relationships with regular customers.</li><li>Likes to be home every night.</li><li>Ability to accomplish daily duties according to our guidelines with minimal supervision.</li></ul><div><br/></div><div><strong>Description:</strong></div><ul><li>Delivery and pickup of agriculture products to rural retail locations.</li><li>Physically fit pallet jack work with occasional handling.</li><li>Day shift work.</li><li>$24.00 Per hour.</li></ul><div><br/></div><div><strong>Job Requirements:</strong></div><ul><li>Clean Class 1A License.</li><li>Apple iphone.</li><li>Covid-19 fully vaccinated.</li></ul><div><br/></div><div><strong>Additional Pay:</strong></div><ul><li>Potential of significant bonus pay (please inquire for more info).</li><li>Overtime hours available.</li><li>Corporate phone allowance (paid monthly).</li></ul><div><br/>Please submit a resume along with your current driver's abstract.</div></section>","['Physically fit pallet jack work with occasional handling.', 'Corporate phone allowance (paid monthly).', 'Enjoys building relationships with regular customers.', 'Likes to be home every night.']"
127,AZ Driver,AFA Forest Products,"London, ON",https://www.monster.ca/job-openings/az-driver-london-08--0113b7bd-f069-42ff-94a5-1e8e06566965?sid=e9f99d84-4c3b-46a3-8d2a-5917a485b213&jvo=m.go.sc.52&_ga=2.197387567.1003872686.1651940444-1284767325.1651940444&hidesmr=1,"<section class=""cached-bot-fjv-skeletonstyle__CachedSkeletonDescription-sc-gqtazs-0 gbrdjA""><p>AFA Forest Products’ London, ONT Branch is seeking an AZ Driver for Full-Time employment to work alongside our team. This is a Monday to Friday position and does not require weekend work. The ideal candidate is an energetic, team player with excellent organizational and time management skills. In addition to this, qualified applicants must have:</p><p><br/>- A valid AZ License<br/>- Ability to do cross-border deliveries<br/>- Prior flatbed experience<br/>- A minimum of 5 years experience</p><p><br/>The London Branch’s service areas include Southwestern Ontario and Michigan. AFA Forest Products offers competitive wages and benefits to all permanent associates including company RRSP after 3 months of employment.<br/> </p><p>We would like to thank all that apply, however only the most qualified candidates will be contacted.<br/> </p><p><br/><strong>AFA Forest Products Inc.</strong> specializes in the sale and distribution of building materials in Canada and the United States and has been proudly Canadian owned and operated since 1974. We believe strongly in selling quality products, delivering great service, being easy to do business with, while operating with the highest standards of honesty and integrity.</p></section>","['- A valid AZ License- Ability to do cross-border deliveries- Prior flatbed experience- A minimum of 5 years experience', 'AFA Forest Products Inc. specializes in the sale and distribution of building materials in Canada and the United States and has been proudly Canadian owned and operated since 1974. We believe strongly in selling quality products, delivering great service, being easy to do business with, while operating with the highest standards of honesty and integrity.']"
128,Driver - Class DZ (B),Transamerican Auto Parts,"Burlington, ON",https://www.monster.ca/job-openings/driver-class-dz-b-burlington-08--bba8b0d3-a5b6-400b-840b-2efa35b60503?sid=e9f99d84-4c3b-46a3-8d2a-5917a485b213&jvo=m.go.sc.53&_ga=2.197387567.1003872686.1651940444-1284767325.1651940444&hidesmr=1,"<section class=""cached-bot-fjv-skeletonstyle__CachedSkeletonDescription-sc-gqtazs-0 gbrdjA""><div><div><div> <div><p> </p><p>Start Times: Sunday - Thursday 9:00pm - 6:00am</p><p>Starting Wage: $25 (CAD)</p><p>JOB SUMMARY:<br/> Transamerican Auto Parts/4 Wheel Parts is looking for a Class B Truck Driver to join our team! Class B Truck Driver will make deliveries to our retail locations in addition to numerous wholesale customers in the immediate area. If you have a passion for the Off-road 4x4 industry then this is a great opportunity for you.<br/> <br/> ESSENTIAL DUTIES &amp; RESPONSIBILITIES:<br/> • Operates a 24’ truck making deliveries of truck tires, wheels, suspension kits, and other awesome 4x4 accessories<br/> • The driver is responsible for loading and unloading of his truck, handling paperwork as well as prepaid and COD transactions<br/> • Performs other duties, as assigned<br/>   </p><p>SKILLS &amp; KNOWLEDGE:<br/> • Exceptional customer relations skills, safety consciousness and teamwork ability<br/> • Knowledge and understanding of aftermarket parts is a plus<br/> • Must be at least 22 years old<br/> • Applicant must have at least 36 months of verifiable, related behind the wheel commercial driving experience within the past 5 years<br/> • A Class B license is required with a clean abstract<br/> • Must possess a valid medical card<br/> • Must be able to work occasional over-time<br/> <br/> WORKING CONDITIONS:<br/> • Standard Driving Environment<br/>   </p><p>In addition to a great compensation plan, we offer a wide range of benefits, including: medical &amp; dental insurance; vision plan; 401(k) Plan; paid holidays; paid vacation; paid sick time; employee purchase program; and many other perks.<br/>   </p><p>To learn more about us, visit: http://transamericanautoparts.com/  </p><p>Transamerican Auto Parts is an equal opportunity employer, and is proud of our diverse employee population. Employment offers include a requirement for successful completion of a background investigation, and pre-employment drug screening. We use E-Verify to determine employment eligibility for all new employees. E-Verify is a joint effort among employers, the U.S. Social Security Administration (“SSA”) and U.S. Department of Homeland Security (“DHS”).  </p><p><br/> EEO/AA - W/V/M/D</p><p> </p></div></div></div></div></section>",['Starting Wage: $25 (CAD)']
129,Driver - Class DZ (B),Transamerican,"Burlington, ON",https://www.monster.ca/job-openings/driver-class-dz-b--766b1f52-b079-45a3-986c-6088b849b1ff?sid=e9f99d84-4c3b-46a3-8d2a-5917a485b213&jvo=m.go.sc.54&_ga=2.197387567.1003872686.1651940444-1284767325.1651940444&hidesmr=1,"<section class=""cached-bot-fjv-skeletonstyle__CachedSkeletonDescription-sc-gqtazs-0 gbrdjA""><div><div><div> <div><p> </p><p>Start Times: Sunday - Thursday 9:00pm - 6:00am</p><p>Starting Wage: $25 (CAD)</p><p>JOB SUMMARY:<br/> Transamerican Auto Parts/4 Wheel Parts is looking for a Class B Truck Driver to join our team! Class B Truck Driver will make deliveries to our retail locations in addition to numerous wholesale customers in the immediate area. If you have a passion for the Off-road 4x4 industry then this is a great opportunity for you.<br/> <br/> ESSENTIAL DUTIES &amp; RESPONSIBILITIES:<br/> • Operates a 24’ truck making deliveries of truck tires, wheels, suspension kits, and other awesome 4x4 accessories<br/> • The driver is responsible for loading and unloading of his truck, handling paperwork as well as prepaid and COD transactions<br/> • Performs other duties, as assigned<br/>   </p><p>SKILLS &amp; KNOWLEDGE:<br/> • Exceptional customer relations skills, safety consciousness and teamwork ability<br/> • Knowledge and understanding of aftermarket parts is a plus<br/> • Must be at least 22 years old<br/> • Applicant must have at least 36 months of verifiable, related behind the wheel commercial driving experience within the past 5 years<br/> • A Class B license is required with a clean abstract<br/> • Must possess a valid medical card<br/> • Must be able to work occasional over-time<br/> <br/> WORKING CONDITIONS:<br/> • Standard Driving Environment<br/>   </p><p>In addition to a great compensation plan, we offer a wide range of benefits, including: medical &amp; dental insurance; vision plan; 401(k) Plan; paid holidays; paid vacation; paid sick time; employee purchase program; and many other perks.<br/>   </p><p>To learn more about us, visit: http://transamericanautoparts.com/  </p><p>Transamerican Auto Parts is an equal opportunity employer, and is proud of our diverse employee population. Employment offers include a requirement for successful completion of a background investigation, and pre-employment drug screening. We use E-Verify to determine employment eligibility for all new employees. E-Verify is a joint effort among employers, the U.S. Social Security Administration (“SSA”) and U.S. Department of Homeland Security (“DHS”).  </p><p><br/> EEO/AA - W/V/M/D</p><p> </p></div></div></div></div></section>",['Starting Wage: $25 (CAD)']
130,Driver,FMAV,"Mississauga, ON",https://www.monster.ca/job-openings/driver-mississauga-08--12aaea4d-730c-4a8f-8957-338cd0e7cb0b?sid=e9f99d84-4c3b-46a3-8d2a-5917a485b213&jvo=m.go.sc.55&_ga=2.197387567.1003872686.1651940444-1284767325.1651940444&hidesmr=1,"<section class=""cached-bot-fjv-skeletonstyle__CachedSkeletonDescription-sc-gqtazs-0 gbrdjA""><p><b>SUMMARY OF ROLE:</b></p><p>The purpose of this role is to ensure the safe and timely delivery of equipment and supplies to and from work sites. </p><p><b>KEY RESPONSIBILITIES:</b></p><ul style=""list-style-type:disc;list-style-position:inside;margin-top:0px;margin-left:0px;padding-top:0px;padding-left:0px""><li style=""margin-top:0px;margin-right:0px;margin-bottom:0px;margin-left:38.666666666666664px;margin-bottom:0.00013333333333333334px;text-indent:-18px;line-height:115%"">Load/off-load trucks</li><li style=""margin-top:0px;margin-right:0px;margin-bottom:0px;margin-left:38.666666666666664px;margin-bottom:0.00013333333333333334px;text-indent:-18px;line-height:115%"">Drive trucks to attend shows or to deliver/set-up/strike</li><li style=""margin-top:0px;margin-right:0px;margin-bottom:0px;margin-left:38.666666666666664px;margin-bottom:0.00013333333333333334px;text-indent:-18px;line-height:115%"">Maintain the overall cleanliness of trucks/panel vans/lifts</li><li style=""margin-top:0px;margin-right:0px;margin-bottom:0px;margin-left:38.666666666666664px;margin-bottom:0.00013333333333333334px;text-indent:-18px;line-height:115%"">Review and ensure fleet maintenance is performed in a timely manner (i.e. damage reports, repair needs, fluid replenishments)</li><li style=""margin-top:0px;margin-right:0px;margin-bottom:0px;margin-left:38.666666666666664px;margin-bottom:0.00013333333333333334px;text-indent:-18px;line-height:115%"">Work on shop projects as required</li><li style=""margin-top:0px;margin-right:0px;margin-bottom:0px;margin-left:38.666666666666664px;margin-bottom:0.00013333333333333334px;text-indent:-18px;line-height:115%"">Perform some work as a Technician when appropriate</li></ul><p><b>REQUIREMENTS:</b></p><ul style=""margin-top:0px""><li style=""line-height:115%"">DZ license</li><li style=""line-height:115%"">Attention to detail and quality focus</li><li style=""line-height:115%"">Initiative</li><li style=""line-height:115%"">Punctuality</li><li style=""line-height:115%"">Customer orientation</li><li style=""line-height:115%"">Teamwork</li><li style=""line-height:115%"">Risk management and safety focus</li></ul></section>","['Drive trucks to attend shows or to deliver/set-up/strike', 'Review and ensure fleet maintenance is performed in a timely manner (i.e. damage reports, repair needs, fluid replenishments)', 'Perform some work as a Technician when appropriate', 'Maintain the overall cleanliness of trucks/panel vans/lifts', 'Work on shop projects as required']"
131,Company Drivers,McConnell Transport,NB,https://www.monster.ca/job-openings/company-drivers--1797927a-97f1-4477-abf7-80aab9fbb501?sid=e9f99d84-4c3b-46a3-8d2a-5917a485b213&jvo=m.go.sc.56&_ga=2.197387567.1003872686.1651940444-1284767325.1651940444&hidesmr=1,"<section class=""cached-bot-fjv-skeletonstyle__CachedSkeletonDescription-sc-gqtazs-0 gbrdjA""><p>""We are #1 and we want YOU to join the team!""</p><p>Company Drivers Wanted for:</p><p>LCV, Solo, Team &amp; Coaches for Canada &amp; USA</p><strong>Additional Information</strong><ul><li>Group benefits</li><li>Paid orientation</li><li>Regularly maintened state of the art equipment</li><li>Growth opportunities</li><li>Full time and Part time positions</li><li>Travel remburisment</li><li>Flexible home time</li><li>Paid hourly opportunities</li><li>Automatic transmissions</li><li>In house training for newly licensed drivers</li><li>Canada and USA</li></ul></section>","['Regularly maintened state of the art equipment', 'Automatic transmissions', 'Paid orientation', 'Company Drivers Wanted for:', 'Full time and Part time positions', 'Flexible home time', 'Paid hourly opportunities']"
132,AZ Driver (Manual Transmission),Richmond Staffing,"Brampton, ON",https://www.monster.ca/job-openings/az-driver-manual-transmission-brampton-08--492e5036-9515-4569-bdae-876b3b0ed6d4?sid=e9f99d84-4c3b-46a3-8d2a-5917a485b213&jvo=m.go.sc.57&_ga=2.197387567.1003872686.1651940444-1284767325.1651940444&hidesmr=1,"<section class=""cached-bot-fjv-skeletonstyle__CachedSkeletonDescription-sc-gqtazs-0 gbrdjA""><p>Looking for an AZ Driver for a large food company in Brampton,ON.</p><ul><li>No-Hand Bombing</li><li>Load Pay - $230 per load ( ONE LOAD PER DAY GUARANTEED )</li><li>Unionized position</li><li>Benefits, including perk programs and pension</li><li>Flexible time</li><li>Well Maintained - Manual Transmission trucks</li><li>Drive only within Ontario</li></ul><p>As a dynamic Driver, you will pick up livestock from farms within Ontario and deliver to the Brampton facility.</p><p>A typical day consists of 3-4 hours of roundtrip drive and 2-3 hours of loading and unloading (No hand-bombing). The average work hours per day is about 8 hours per load. With your years of driving experience, we know you'll thrive in this role with an opportunity for unlimited growth.</p><p>Requirements:-Valid AZ License and experience driving manual transmission. Ability to successfully pass internal road test Clean driving record, driver's abstract Ability to drive in narrow spaces Communication skills, both verbal and written</p><p>Powered by JazzHR</p></section>","[""Requirements:-Valid AZ License and experience driving manual transmission. Ability to successfully pass internal road test Clean driving record, driver's abstract Ability to drive in narrow spaces Communication skills, both verbal and written"", 'Well Maintained - Manual Transmission trucks', ""A typical day consists of 3-4 hours of roundtrip drive and 2-3 hours of loading and unloading (No hand-bombing). The average work hours per day is about 8 hours per load. With your years of driving experience, we know you'll thrive in this role with an opportunity for unlimited growth."", 'Flexible time', 'Unionized position', 'Drive only within Ontario', 'Looking for an AZ Driver for a large food company in Brampton,ON.', 'Powered by JazzHR']"
133,Driver,EVRAZ,"Sunnyside, Manitoba",https://www.monster.ca/job-openings/driver-sunnyside-beach-03--3277755e-3511-4a5f-a6ba-918c58861561?sid=e9f99d84-4c3b-46a3-8d2a-5917a485b213&jvo=m.go.sc.58&_ga=2.197387567.1003872686.1651940444-1284767325.1651940444&hidesmr=1,"<section class=""cached-bot-fjv-skeletonstyle__CachedSkeletonDescription-sc-gqtazs-0 gbrdjA""><p>At EVRAZ, our strength starts with our people! As a team we collaborate to solve problems, contribute ideas and challenge each other to ensure growth and ultimately success for the business and our employees.</p><p>We are currently seeking a Driver to work out of the General Scrap facility to work as a Lugger Truck Driver. We required an individual who can work in a safe, efficient and professional manner. The Driver must conduct all activities according to collection schedules and all relevant duties as directed by the dispatcher. The driver must have the ability to effectively work and communicate with customers/suppliers and report any discrepancies relating to damage of containers while on suppliers’ site, placement of equipment that may create unsafe conditions for the driver and/or general public. The driver must have the ability to develop and establish credible relationships with external and internal customers.</p><p><b><u>Job Duties and Responsibilities</u></b></p><ul><li>Have a complete understanding of the Canadian Federal and Provincial rules and regulations relating to driver hours, driver logs, weight restrictions, height restrictions, tarp requirements</li><li>Perform all pre-trip and post trip inspections daily – reporting all discrepancies and/or potential unsafe conditions immediately</li><li>Making sure all maintenance items are taken care of, i.e. greasing, tire pressure, etc. per maintenance policy</li><li>Ensure equipment is kept clean and secured in a designated area</li><li>Monitor over weight loads/unsafe conditions – contact dispatch personnel immediately of any infractions prior to leaving supplier site</li><li>Have the ability to handle all requests and complaints made by the suppliers, communicating any shortfalls in service, regardless of nature to dispatch personnel and/or immediate supervisor</li><li>Moving material in the yard when needed</li><li>Must have the ability to operate required equipment in a safe and responsible manner</li><li>Have the ability to recognize potential hazards in and around the service area, reporting any and all unsafe conditions to dispatch personnel immediately</li><li>Have the ability to handle a large number of container collections, communicating delays that may impact the remaining schedule to the dispatcher</li><li>Other duties as required by the immediate Supervisor</li></ul><p><b><u>Job Requirements</u></b></p><ul><li>A High School Diploma or GED equivalency</li><li>A minimum of 3-5 years of related dispatch experience</li><li>Class 3, with air brake endorsement Driver’s License</li><li>O.T. rules and regulations related to over the road carriers and local deliveries</li><li>Must have the ability to work long and strenuous (working) hours and endure poor weather conditions</li><li>Must be punctual and dependable – absences must be kept at a minimum, scheduling time off to effectively staff department</li><li>Must have the ability to deal with the suppliers in a positive, courteous and respectful manner</li></ul><p>Our total compensation package includes amazing benefits!</p><ul><li>Competitive wages and bonus opportunities</li><li>Family medical, dental, and prescription coverage at minimal employee cost</li><li>Short and long term disability programs</li><li>Competitive retirement plans</li><li>Paid vacations and statutory holidays</li><li>Apprenticeship and career advancement within the company</li><li>Tuition reimbursement</li></ul><p><b>All applicants must be eligible to work in Canada without sponsorship.</b></p><p><b>While we thank all those who apply, only those being actively considered for employment will be contacted.</b></p><p><b>Equal Opportunity Employer</b></p><p>EVRAZ North America is an Equal Opportunity/Affirmative Action employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, national origin, disability, or protected Veteran status.</p><p> </p><p>EVRAZ North America is committed to working with and providing reasonable accommodation to individuals with physical and mental disabilities.</p><p>If you need special assistance or an accommodation while seeking employment, please e-mail <p>careers@evrazna.com</p> or call: (312) 533-3577. We will make a determination on your request for reasonable accommodation on a case-by-case basis.</p><p><b>Join a team that manufactures excellence, drives success and builds careers!</b></p><a href=""https://ars2.equest.com/?response_id=464ad3482139254d8e5b8cd0f6db1cb0"" rel=""nofollow""></a></section>","['A High School Diploma or GED equivalency', 'Short and long term disability programs', 'Must have the ability to deal with the suppliers in a positive, courteous and respectful manner', 'Have the ability to handle a large number of container collections, communicating delays that may impact the remaining schedule to the dispatcher', 'Ensure equipment is kept clean and secured in a designated area', 'Join a team that manufactures excellence, drives success and builds careers!', 'Perform all pre-trip and post trip inspections daily – reporting all discrepancies and/or potential unsafe conditions immediately', 'Competitive wages and bonus opportunities', 'Have the ability to handle all requests and complaints made by the suppliers, communicating any shortfalls in service, regardless of nature to dispatch personnel and/or immediate supervisor', 'Making sure all maintenance items are taken care of, i.e. greasing, tire pressure, etc. per maintenance policy', 'Other duties as required by the immediate Supervisor', 'Must have the ability to operate required equipment in a safe and responsible manner', 'Have a complete understanding of the Canadian Federal and Provincial rules and regulations relating to driver hours, driver logs, weight restrictions, height restrictions, tarp requirements', 'Monitor over weight loads/unsafe conditions – contact dispatch personnel immediately of any infractions prior to leaving supplier site', 'Must have the ability to work long and strenuous (working) hours and endure poor weather conditions', 'A minimum of 3-5 years of related dispatch experience', 'Moving material in the yard when needed', 'Paid vacations and statutory holidays', 'Must be punctual and dependable – absences must be kept at a minimum, scheduling time off to effectively staff department', 'Have the ability to recognize potential hazards in and around the service area, reporting any and all unsafe conditions to dispatch personnel immediately', 'Competitive retirement plans']"
134,Drivers,Miller Waste Systems,"NS, NS",https://www.monster.ca/job-openings/drivers--dcc525db-72fd-4e35-97a2-8ba5b3722475?sid=e9f99d84-4c3b-46a3-8d2a-5917a485b213&jvo=m.go.sc.59&_ga=2.197387567.1003872686.1651940444-1284767325.1651940444&hidesmr=1,"<section class=""cached-bot-fjv-skeletonstyle__CachedSkeletonDescription-sc-gqtazs-0 gbrdjA""><p><em>Miller Waste Systems Inc. has been in operation since 1961. Miller is a leader in waste management, providing government and industries with a wide range of services in the provinces of Ontario, Nova Scotia, New Brunswick and Manitoba, Miller has 50 years' experience in the waste management sector and operates out of 30 locations.</em></p><p><strong><em>**Miller Waste Systems is an ESSENTIAL SERVICE PROVIDER, offering permanent year-round work, weekly incentives, clothing, and tool/boot</em></strong> <strong><em>allowance**</em></strong></p><p><strong>Title:</strong>                            Driver</p><p><strong>Location:</strong>                     Amherst, NS</p><p><strong>Reporting to:</strong>           Lead Hand                       </p><p><strong>Start Date:</strong>                  To be determined</p><p><strong>Responsibilities:    </strong></p><p>In the position of Driver your responsibilities will include but not limited to operating of required equipment to ensure timely curb side collection of residential waste, recycling and organics.   You must be highly productive and have excellent customer services skills; as well you may be required to help with commercial collections from time to time.</p><p><strong>Requirements:</strong></p><p>Successful candidates will have a Class 3 licence, with Air endorsement.  You must be a team player, mechanically inclined, with safe working habits and a clean driving record.  Flexibility with your work schedule is a must as start and end times may vary.  Previous roll off, front-end and manual transmission experience will be considered an asset.</p></section>","['Successful candidates will have a Class 3 licence, with Air endorsement.\xa0 You must be a team player, mechanically inclined, with safe working habits and a clean driving record.\xa0 Flexibility with your work schedule is a must as start and end times may vary.\xa0 Previous roll off, front-end and manual transmission experience will be considered an asset.', 'In the position of Driver your responsibilities will include but not limited to operating of required equipment to ensure timely curb side collection of residential waste, recycling and organics.\xa0\xa0 You must be highly productive and have excellent customer services skills; as well you may be required to help with commercial collections from time to time.', 'Start Date:\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 To be determined', ""Miller Waste Systems Inc. has been in operation since 1961. Miller is a leader in waste management, providing government and industries with a wide range of services in the provinces of Ontario, Nova Scotia, New Brunswick and Manitoba, Miller has 50 years' experience in the waste management sector and operates out of 30 locations."", 'Reporting to: \xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0\xa0 Lead Hand']"
135,Driver,NAPA Auto Parts,"Ottawa, ON",https://www.monster.ca/job-openings/driver-ottawa-08--8b787fac-064e-4fcf-8b9e-b32b5b7f5893?sid=e9f99d84-4c3b-46a3-8d2a-5917a485b213&jvo=m.go.sc.60&_ga=2.197387567.1003872686.1651940444-1284767325.1651940444&hidesmr=1,"<section class=""cached-bot-fjv-skeletonstyle__CachedSkeletonDescription-sc-gqtazs-0 gbrdjA"">Company Description<br/><br/><p><strong>Our drivers have important missions everyday</strong><br/><br/>Whatever division you join, you are a crucial part of our team. When we deliver parts, we are helping a parent be on time at the daycare, an ambulance get back on the road quickly or a truck deliver produce to a Canadian community on time. That is why we say we keep Canadians moving <strong>forward</strong>.<br/><br/>The impact our Drivers make is undeniable!<br/><br/>Join a special kind of workplace. We have the experience and strength of our 100-year legacy and the desire to always do better for our team members and clients. Our 5000 colleagues proudly serve thousands of customers every day across Canada.<br/><br/>Get to work with great people, use the company car, have a stable schedule, and foremost help your community.<br/><br/>If the hat fits, we’d be proud to have you wear it! Send us your resume and join a people-centric company with a reputation of excellence.<br/> </p>Job Description<br/><br/><p><em><strong>NAPA/CMAX is looking for a full time Driver for its Ottawa East location.</strong></em></p><p>Are you a car enthusiast looking for an exciting career opportunity? Get behind the wheel and deliver vehicle parts to our customers! Take pride in wearing our uniform and driving our vehicles as you work in a dynamic and stimulating environment.  </p><p>Our drivers are courteous, efficient, safe, and organized. We insist that all our drivers be careful on the road. At NAPA your safety is our priority! </p><p>We offer a range of attractive benefits and corporate discounts, as well as training throughout your career to support and guide your professional development. Visit our Career website for the complete list of our benefits and perks!</p><p> </p><p>#UAPOPERATIONS</p>Qualifications<br/><br/><p><em><strong>To join our team, you need: </strong></em></p><ul><li>Valid driver’s license · One year of related work experience in automotive or heavy vehicle parts </li><li>Able to lift up to 50lbs. </li><li>Priority management  </li><li>Communication and listening skills </li><li>Teamwork and excellent customer service skills </li></ul><br/><br/>Additional Information<br/><br/><p><em><strong>Your benefits along the way:</strong></em></p><ul><li>Flexible group insurance program: health, drug, dental and life</li><li>Pension plan</li><li>Corporate discounts at fitness centers, car dealerships, and on the purchase of parts</li><li>Tuition reimbursement under certain conditions</li><li>Payroll savings program</li><li>Access to the online training center</li><li>Work with great teammates who have the same passion as you</li></ul><div></div><p>UAP is a diverse community that promotes inclusion and respect. The sum of our individual differences, experiences, knowledge, self-expression, unique capabilities, and talents, represents the richness of our culture. During the selection process, let us know if you need any accommodations. This information will be kept entirely confidential and will only be used to ensure you have a fair and pleasant experience with us<br/><br/>We will contact you as soon as possible if we think we have the hat for you!</p></section>","['Flexible group insurance program: health, drug, dental and life', 'Work with great teammates who have the same passion as you', 'Valid driver’s license ·\xa0One year\xa0of\xa0related work experience in automotive or heavy vehicle parts', 'Corporate discounts at fitness centers, car dealerships, and on the purchase of parts', 'Are you a car enthusiast looking for an exciting career opportunity? Get behind the wheel and deliver vehicle parts to our customers! Take pride in wearing our uniform and driving our vehicles as you work in a dynamic and stimulating environment.', 'We offer a range of attractive benefits and corporate discounts, as well as training throughout your career to support and guide your professional development. Visit our Career website for the complete list of our benefits and perks!', 'Your benefits along the way:', 'Able to\xa0lift\xa0up\xa0to 50lbs.']"
